,country,points,price,province,region_1,taster_name,variety,descLen,compound,year
2206,3,91,32.0,4,23,4,71,232,0.2732,2016.0
1755,3,87,16.0,4,4,4,5,217,0.0,2014.0
4413,3,93,80.0,4,70,3,15,330,0.872,2007.0
7466,1,88,50.0,19,27,3,25,263,0.2732,2006.0
170,1,89,32.0,3,94,1,18,277,0.7661,2012.0
7074,3,90,16.0,23,97,10,81,195,0.4633,2015.0
6794,3,86,16.0,4,645,12,2,204,-0.09,2016.0
7894,2,88,28.0,41,246,2,5,164,0.0,2016.0
8222,3,87,40.0,4,4,3,4,202,0.9413,2008.0
4860,2,87,10.0,6,9,2,8,173,0.6705,2011.0
7822,3,83,25.0,23,40,10,23,168,0.1779,2011.0
743,12,86,13.0,49,11,2,28,230,0.8807,2013.0
3065,1,91,48.0,1,1,1,182,280,0.5574,2012.0
1815,1,89,25.0,3,26,3,24,302,0.9136,2005.0
4178,2,86,12.0,74,479,8,10,286,0.8451,2007.0
6016,1,90,23.0,45,238,1,108,220,0.7506,2013.0
1002,12,90,25.0,49,11,2,28,177,0.875,2008.0
6114,5,90,40.0,9,279,8,15,330,0.6858,2012.0
1044,3,92,24.0,4,81,4,5,344,0.0,2014.0
415,3,87,16.0,4,4,3,23,170,0.8658,2009.0
1029,10,85,15.0,20,11,9,83,238,0.3182,2009.0
8164,3,86,8.0,4,58,3,15,203,0.9244,2006.0
7751,7,91,25.0,116,11,5,22,227,0.8934,2015.0
402,3,90,48.0,7,10,6,20,292,0.6486,2012.0
4631,17,92,32.0,80,11,17,15,304,0.5423,2012.0
5793,1,91,40.0,3,618,3,15,239,0.5267,2007.0
1063,3,90,55.0,23,119,10,4,351,0.9422,2012.0
8452,3,86,14.0,4,691,4,9,183,0.4654,2013.0
6403,3,87,69.0,4,28,3,15,250,0.8608,2010.0
6141,3,90,28.0,4,55,3,5,248,0.634,2012.0
8892,3,85,15.0,4,597,11,5,208,0.836,2014.0
6098,2,85,10.0,21,123,7,15,246,0.8689,2015.0
7215,3,94,55.0,4,168,3,4,278,0.9182,2011.0
1112,12,87,25.0,119,11,2,11,232,0.8922,2013.0
9699,1,87,25.0,3,3,3,3,218,0.8164,2007.0
4085,3,87,27.0,4,330,3,4,330,-0.359,2006.0
9002,12,88,10.0,49,11,2,86,263,0.4939,2016.0
3518,3,84,18.0,4,376,3,5,168,0.7498,2009.0
467,2,88,20.0,31,170,2,51,187,0.8074,2011.0
9150,12,86,14.0,57,11,2,28,175,0.9062,2007.0
6041,5,91,22.0,11,623,8,14,200,0.765,2013.0
8783,3,93,70.0,4,149,12,4,320,0.2617,2014.0
8049,2,86,20.0,6,234,2,20,224,0.296,2012.0
2398,3,92,55.0,4,420,12,183,290,-0.0644,2013.0
5399,3,86,59.0,4,118,3,4,234,0.0401,2008.0
5494,3,82,10.0,4,58,3,35,55,0.4588,2010.0
5045,2,89,50.0,41,64,2,5,237,0.3612,2014.0
5138,3,90,85.0,4,44,3,15,184,0.5719,2009.0
6591,3,92,60.0,4,81,4,4,343,0.7184,2012.0
2948,2,84,35.0,6,33,2,20,145,-0.3612,2015.0
979,22,89,40.0,115,11,14,18,259,0.872,2007.0
420,10,89,35.0,43,11,9,18,306,0.4404,2010.0
156,2,91,25.0,52,90,2,19,251,0.6124,2006.0
1595,3,87,19.0,47,223,3,30,256,0.2023,2010.0
7850,8,88,23.0,108,11,2,53,244,0.8271,2011.0
7101,10,88,15.0,61,11,9,15,288,0.0258,2000.0
2350,7,86,13.0,158,11,5,22,220,0.7964,2012.0
2162,3,87,36.0,4,5,4,47,162,0.6858,2013.0
2549,3,86,40.0,85,434,19,20,297,0.6486,2014.0
1127,1,85,25.0,10,295,3,37,223,0.6997,2008.0
5119,3,84,22.0,4,16,3,15,141,0.4939,2010.0
4826,3,85,16.0,4,58,3,23,216,0.4148,2011.0
2267,8,86,25.0,87,11,13,53,125,0.6369,2013.0
9754,3,93,55.0,4,23,3,15,319,0.9168,2010.0
407,1,90,40.0,19,27,1,25,288,-0.0258,2011.0
5733,3,90,18.0,4,48,12,6,310,0.5603,2013.0
321,6,83,12.0,13,127,9,15,172,0.25,2008.0
4558,11,90,35.0,25,98,9,55,236,0.8658,2009.0
7800,11,83,15.0,29,42,9,23,216,-0.4497,2011.0
5335,10,89,19.0,61,11,9,15,256,0.0,2011.0
9275,1,91,25.0,3,26,1,3,368,0.8555,2011.0
1538,2,90,73.0,74,342,8,77,223,0.5574,2015.0
4029,3,86,30.0,4,7,12,20,373,0.6597,2010.0
6712,11,84,25.0,25,114,9,166,296,-0.5719,2014.0
9115,3,90,75.0,4,298,12,5,269,0.9081,2013.0
6775,3,90,27.0,4,23,4,107,326,0.7269,2014.0
5581,3,87,30.0,4,608,4,30,154,0.0,2009.0
4309,11,86,30.0,29,275,9,18,208,0.4404,2009.0
2703,4,89,25.0,78,11,7,18,324,0.5719,2014.0
5863,3,88,48.0,4,81,4,4,227,0.7845,2015.0
3673,2,88,35.0,41,414,2,4,180,-0.0772,2012.0
6436,6,83,13.0,13,127,9,18,216,0.6249,2012.0
3658,3,87,17.0,4,48,12,4,215,0.4215,2013.0
5809,3,93,65.0,4,22,11,4,328,0.9531,2013.0
9678,3,85,20.0,23,245,10,26,139,0.2023,2000.0
8293,3,87,14.0,4,218,4,42,246,0.6124,2010.0
6479,2,91,40.0,48,637,2,35,178,0.5574,2010.0
3953,3,90,45.0,7,25,10,18,403,0.7783,2008.0
4474,4,85,13.0,82,11,7,26,256,0.8271,2013.0
3262,3,89,60.0,4,7,12,47,345,0.4491,2012.0
9642,3,86,39.0,4,106,11,61,244,0.2732,2012.0
1675,3,89,55.0,4,23,3,11,186,0.1779,2009.0
5724,3,88,25.0,4,243,3,17,270,0.8061,2007.0
1833,3,87,35.0,4,32,4,5,264,0.6908,2015.0
7503,1,85,15.0,19,422,1,186,202,0.1531,2014.0
7070,10,90,37.0,46,11,9,290,263,0.6249,2012.0
283,1,88,13.0,3,130,1,18,258,0.2732,2015.0
1013,3,82,25.0,47,76,3,20,193,-0.4215,2009.0
1388,3,93,50.0,4,81,4,4,314,0.1779,2014.0
274,3,87,36.0,23,40,10,4,198,0.4939,2009.0
3480,10,80,15.0,185,11,9,33,119,-0.4215,2012.0
5788,10,84,13.0,24,11,9,15,220,0.2732,2014.0
4302,7,84,30.0,51,11,8,22,300,0.5994,2010.0
484,3,90,32.0,4,41,3,11,340,0.6858,2007.0
8597,12,89,9.0,49,11,2,28,234,0.5859,2013.0
5283,12,88,20.0,28,11,2,28,197,0.7351,2015.0
162,7,94,365.0,53,11,5,22,260,0.3291,2012.0
4291,3,88,34.0,7,25,10,20,242,-0.1531,2009.0
9494,3,96,120.0,7,172,6,11,338,-0.3506,2013.0
3326,12,91,25.0,28,11,2,39,256,0.9081,2011.0
3558,3,92,55.0,4,149,12,4,313,-0.128,2013.0
1796,3,86,14.0,23,97,6,51,169,0.0516,2012.0
5486,14,89,13.0,60,11,15,35,159,0.6705,2015.0
7727,12,86,25.0,119,11,2,273,276,0.8519,2014.0
1034,6,85,29.0,13,127,9,19,241,-0.6956,2010.0
4852,3,86,70.0,4,168,3,4,172,0.4404,2011.0
6499,3,92,29.0,4,256,11,17,312,0.85,2014.0
9517,15,92,50.0,63,11,13,4,357,0.946,2014.0
9689,3,89,40.0,4,118,12,5,242,0.7488,2013.0
1525,3,87,26.0,7,25,6,68,290,0.0,2013.0
1837,3,88,22.0,7,88,6,20,259,0.5267,2013.0
7061,11,91,60.0,25,202,9,18,302,-0.2732,2009.0
7423,1,85,20.0,45,72,3,124,223,0.743,2011.0
4304,3,86,20.0,7,552,10,9,183,0.0,2008.0
5566,10,88,25.0,61,11,9,15,239,0.7906,2006.0
1364,12,87,15.0,49,11,2,28,216,-0.2023,2011.0
1691,3,88,25.0,23,40,10,4,239,0.7717,2012.0
8991,2,85,25.0,98,703,2,105,215,0.3612,2010.0
6961,3,90,30.0,5,6,5,4,307,0.631,2013.0
4911,3,86,20.0,4,65,3,220,251,0.7096,2006.0
5710,6,88,15.0,13,127,9,18,328,0.5574,2007.0
9802,1,85,20.0,37,73,1,123,203,-0.3612,2015.0
4965,3,87,24.0,4,168,3,5,178,0.886,2007.0
6278,1,92,69.0,3,129,3,18,274,0.9461,2005.0
8083,3,86,52.0,4,81,4,4,121,0.0,2011.0
20,5,88,27.0,12,17,8,17,268,0.0,2000.0
5923,1,88,39.0,3,331,1,18,254,0.5267,2011.0
8571,1,86,15.0,50,164,3,3,216,0.8874,2011.0
3728,7,93,96.0,51,11,5,22,383,0.7371,2014.0
8566,10,89,16.0,69,11,9,18,294,0.8934,2013.0
8288,3,86,36.0,47,76,18,30,258,0.4588,2010.0
6150,10,84,8.0,24,11,3,9,209,0.5106,1999.0
2104,3,95,100.0,4,133,3,23,357,0.9185,2001.0
6879,3,87,36.0,4,23,3,15,137,0.631,2010.0
5669,3,86,20.0,103,11,6,11,190,0.0,2010.0
3311,3,87,28.0,23,40,10,4,171,-0.2023,2015.0
8711,3,94,70.0,23,40,10,4,409,0.8625,2014.0
4576,3,86,17.0,4,133,11,5,162,0.8442,2015.0
5034,3,88,25.0,5,77,5,252,239,0.8689,2014.0
6351,21,84,13.0,113,11,9,9,233,0.177,2012.0
4490,3,92,54.0,4,4,3,4,268,0.3612,2006.0
9654,3,86,18.0,4,218,11,9,210,0.3182,2014.0
2712,10,88,16.0,83,11,9,9,179,0.743,2016.0
3273,3,83,18.0,4,23,3,9,160,0.128,2009.0
9280,10,87,14.0,153,11,9,26,254,0.0,2014.0
5270,2,91,26.0,48,79,2,2,354,0.9388,2015.0
8914,12,90,18.0,28,11,2,26,271,0.867,2012.0
9547,11,84,10.0,25,98,9,55,249,0.0231,2011.0
6155,4,93,95.0,78,11,7,20,486,0.8402,2007.0
8580,1,86,18.0,1,305,3,63,176,0.5789,2010.0
8042,1,85,18.0,45,148,3,191,159,0.1655,2009.0
7367,3,90,24.0,5,456,5,2,331,0.7351,2014.0
9555,2,91,19.0,48,79,2,2,271,0.128,2015.0
7411,3,84,26.0,4,108,11,131,143,0.7579,2015.0
6550,2,88,25.0,74,313,8,2,210,0.6808,2010.0
3488,1,91,30.0,3,129,1,18,317,0.5719,2012.0
808,3,88,25.0,4,243,4,7,223,0.0,2009.0
844,13,90,15.0,106,250,10,22,194,0.8934,2013.0
9623,11,88,19.0,25,98,9,109,276,0.7269,2009.0
733,3,88,25.0,4,138,11,7,197,0.8313,2014.0
3348,3,87,24.0,4,23,3,9,167,0.9201,2010.0
1150,2,88,23.0,41,104,2,5,179,0.0,2014.0
9309,3,87,30.0,4,28,4,9,258,0.4404,2015.0
5827,3,88,20.0,23,139,10,9,222,0.6249,2016.0
543,12,87,25.0,86,11,2,86,204,0.6808,2011.0
7014,2,86,18.0,31,170,2,23,155,0.7906,2011.0
4721,8,93,49.0,16,11,13,22,351,0.9559,2014.0
3464,3,87,12.0,7,25,6,4,230,0.4588,2013.0
3166,1,95,140.0,3,130,3,18,332,0.9368,2004.0
2707,3,82,40.0,4,23,3,26,172,-0.5106,2010.0
3472,7,94,376.0,53,11,8,22,253,-0.2182,2009.0
2470,3,87,10.0,4,58,11,5,179,0.9042,2014.0
1502,3,90,40.0,5,6,5,18,269,0.9144,2014.0
6354,5,85,25.0,12,489,8,4,203,0.7506,2000.0
4266,1,89,23.0,1,159,1,35,273,-0.3612,2015.0
4007,10,80,8.0,95,11,9,5,236,0.5574,2000.0
6111,9,85,16.0,97,11,8,42,167,0.738,2014.0
8855,3,91,33.0,7,88,10,100,273,0.836,2008.0
2663,6,81,12.0,13,127,9,21,159,-0.296,2011.0
5031,3,85,18.0,23,40,9,51,335,-0.2263,2001.0
5432,1,88,20.0,10,57,1,18,236,0.4939,2015.0
525,7,90,22.0,51,11,8,22,218,0.7876,2009.0
4787,3,89,39.0,23,307,10,22,288,0.3182,2014.0
3611,2,91,17.0,52,195,2,216,363,0.7632,2014.0
3637,2,84,12.0,6,254,2,2,163,0.4404,2014.0
3164,2,93,130.0,33,52,2,48,274,0.5984,2000.0
7446,3,88,20.0,23,40,10,5,198,0.0,2013.0
7725,1,92,42.0,1,672,1,178,303,0.8225,2013.0
6647,12,91,26.0,59,11,2,28,232,0.6908,2014.0
8668,1,87,14.0,45,238,3,108,196,0.6353,2010.0
9187,1,92,55.0,37,59,3,11,200,0.8957,2004.0
7780,3,88,40.0,4,23,3,15,187,0.6486,2005.0
2847,3,90,16.0,4,4,4,9,254,0.5859,2014.0
2841,16,89,15.0,64,11,15,35,216,0.5423,2013.0
5143,2,85,22.0,6,406,2,8,234,0.851,2015.0
842,3,88,40.0,4,36,11,47,156,0.6705,2014.0
9103,3,89,11.0,4,58,3,9,289,0.9324,2009.0
1939,3,92,28.0,23,40,10,51,313,0.8225,2015.0
9134,11,86,13.0,77,426,9,299,191,0.0,2009.0
1589,3,86,24.0,4,29,3,11,177,0.8765,2007.0
326,3,88,29.0,4,23,4,15,197,0.2732,2013.0
463,3,91,38.0,4,173,12,5,355,0.4588,2013.0
3874,2,91,20.0,52,90,2,19,246,0.875,2009.0
4936,3,87,35.0,7,543,6,249,155,0.0772,2013.0
9099,1,87,45.0,3,129,1,3,199,-0.25,2008.0
7546,6,85,17.0,13,127,9,114,359,0.7935,2006.0
8132,2,92,45.0,41,449,2,4,328,0.5574,2013.0
2305,3,85,18.0,4,198,10,47,194,0.9022,1998.0
3071,3,84,12.0,4,58,11,4,168,0.8271,2013.0
3590,3,91,37.0,7,25,10,8,234,0.7906,2012.0
1141,3,90,45.0,4,149,3,5,235,0.8885,2010.0
845,3,94,45.0,7,25,10,15,341,0.8548,2011.0
9838,2,90,20.0,52,90,2,19,290,0.4767,2014.0
9835,1,88,20.0,10,555,3,67,220,0.3744,2006.0
4725,1,87,25.0,50,371,1,241,175,-0.4215,2015.0
914,2,90,26.0,41,258,2,5,197,0.5719,2014.0
8170,2,86,47.0,33,52,2,48,181,0.8225,2011.0
4034,2,88,57.0,33,52,2,5,228,0.7778,2011.0
6398,1,88,70.0,19,27,1,25,306,0.5789,2012.0
5770,2,93,68.0,41,397,2,4,239,0.8555,2012.0
6225,2,88,62.0,41,246,2,5,166,0.0516,2015.0
9076,1,86,13.0,1,1,3,42,215,0.7311,2007.0
9048,2,86,17.0,74,232,8,10,190,0.2732,2010.0
212,1,85,35.0,3,3,1,18,245,0.1531,2013.0
9928,10,89,15.0,46,11,9,333,292,0.743,2011.0
8567,1,86,90.0,19,27,1,25,252,0.6486,2007.0
9113,2,85,13.0,2,708,2,9,177,0.6597,2012.0
5170,2,88,50.0,33,52,2,48,236,0.8462,2011.0
1414,12,95,100.0,49,11,2,28,298,0.9292,2012.0
4613,2,92,105.0,33,52,2,239,234,0.9182,2011.0
9558,1,86,24.0,50,332,3,136,293,0.9485,2006.0
725,1,91,102.0,19,27,1,25,275,0.5423,2010.0
1019,3,90,26.0,7,208,6,10,116,0.4767,2011.0
5093,11,88,26.0,25,56,9,55,265,0.7184,2007.0
8167,3,93,35.0,4,118,12,4,256,0.4276,2012.0
2930,2,89,17.0,31,46,13,158,191,0.7351,2013.0
3841,3,87,28.0,4,4,3,23,192,0.8391,2011.0
6201,1,87,30.0,55,93,1,5,178,0.296,2006.0
172,2,88,12.0,6,20,2,20,205,0.3818,2012.0
4230,11,83,16.0,25,98,9,55,225,-0.2732,2011.0
1812,8,91,25.0,32,11,13,90,362,0.1406,2015.0
9755,6,84,18.0,13,127,9,21,213,0.4588,2011.0
3744,3,93,40.0,4,360,12,5,391,0.8176,2014.0
3645,2,92,25.0,6,95,2,20,203,0.5574,2012.0
1490,3,90,50.0,7,172,10,26,305,0.743,2009.0
22,6,91,33.0,13,19,9,19,258,0.6369,2013.0
8324,3,86,20.0,4,7,12,15,226,0.3182,2010.0
6413,3,91,19.0,4,218,11,30,217,0.9468,2013.0
9096,6,85,9.0,13,127,9,5,291,0.1901,2009.0
896,3,90,14.0,4,256,11,47,288,0.7269,2011.0
8893,11,85,19.0,79,380,9,55,251,-0.4215,2011.0
9348,1,91,90.0,3,129,1,18,292,0.4767,2013.0
5943,12,89,40.0,191,11,2,23,172,0.9022,1998.0
5275,3,96,195.0,4,23,3,15,315,0.9387,2008.0
1168,3,91,38.0,7,25,10,26,231,0.5859,2008.0
2767,1,85,40.0,55,451,1,59,222,-0.4215,2011.0
5194,2,85,15.0,74,313,8,68,169,0.3182,2010.0
3553,1,90,25.0,1,502,1,42,257,0.4767,2015.0
3873,3,93,58.0,4,23,4,5,282,-0.5719,2014.0
6303,1,87,18.0,10,85,3,16,187,0.2382,2010.0
8229,8,90,15.0,196,11,13,22,234,0.9607,2015.0
9135,2,88,33.0,41,414,2,4,179,0.5574,2015.0
5868,8,88,20.0,70,11,2,53,198,0.5023,2006.0
4749,3,88,15.0,4,108,4,11,370,0.9118,2008.0
989,6,85,8.0,13,127,9,2,196,0.431,2011.0
5621,3,87,65.0,7,593,6,18,244,0.7227,2009.0
6199,1,85,18.0,1,159,1,42,242,-0.6597,2015.0
6422,11,85,10.0,25,98,9,55,217,0.3818,2012.0
8072,11,88,12.0,44,66,9,41,254,0.8555,2012.0
3083,2,94,120.0,33,52,2,48,315,0.92,2004.0
2613,11,85,12.0,25,438,9,29,232,0.0,2013.0
7088,1,88,25.0,3,3,1,18,242,0.8126,2013.0
7417,3,82,10.0,4,58,3,18,68,0.0,2010.0
4221,11,86,24.0,25,56,9,55,257,0.0,2009.0
4986,3,89,40.0,4,23,4,99,238,0.0,2012.0
1573,3,90,40.0,7,172,10,11,255,0.4973,2005.0
3716,3,91,40.0,4,168,3,4,325,0.959,2008.0
461,3,87,13.0,4,65,3,35,289,0.9044,2012.0
1904,3,94,70.0,7,88,6,20,513,0.7351,2011.0
4174,3,91,35.0,4,7,12,71,267,0.0,2012.0
837,1,87,25.0,37,59,3,18,192,0.3869,2010.0
286,3,90,27.0,23,75,10,5,272,0.886,2009.0
7509,3,88,18.0,7,25,6,26,161,0.0,2012.0
6355,3,87,25.0,23,40,10,4,132,0.5106,2014.0
642,3,87,25.0,7,25,10,15,200,0.5106,2008.0
2730,3,88,15.0,7,25,6,22,126,0.0,2014.0
152,11,86,120.0,25,56,9,50,257,0.2732,2008.0
9337,2,88,21.0,41,554,2,5,187,0.8934,2016.0
3263,2,85,22.0,6,20,2,20,194,0.8225,2012.0
9366,12,90,55.0,75,11,2,75,255,0.8164,2013.0
3025,3,83,12.0,4,58,11,9,181,-0.0644,2014.0
908,2,88,20.0,41,140,2,5,224,0.9186,2007.0
641,3,85,22.0,4,133,4,15,227,0.7003,2010.0
9168,6,93,60.0,13,127,9,19,361,0.8425,2012.0
4624,2,89,18.0,48,191,3,2,157,0.0,2009.0
8453,7,87,20.0,51,11,5,4,212,0.3612,2015.0
1916,3,88,50.0,4,23,4,20,275,0.5574,2012.0
7403,2,87,27.0,31,46,2,51,160,0.7506,2012.0
1789,3,86,50.0,4,81,3,4,203,0.6704,2008.0
9031,3,86,30.0,4,402,4,11,180,0.4939,2009.0
3461,12,88,23.0,49,11,2,28,319,0.34,2013.0
3650,3,86,20.0,4,36,3,47,209,0.9136,2006.0
2434,2,88,25.0,41,104,2,5,258,0.875,2014.0
6546,3,87,30.0,23,40,10,4,230,-0.1531,2013.0
4024,12,94,45.0,49,11,2,28,303,0.7845,2010.0
7131,8,86,25.0,32,11,2,90,192,0.7876,2007.0
8038,3,87,25.0,5,6,5,5,213,0.8402,2012.0
2088,3,87,32.0,4,23,3,5,144,0.8126,2010.0
4275,3,86,24.0,4,4,3,4,242,0.5168,1999.0
7681,3,88,16.0,23,653,6,22,204,0.6486,2012.0
2929,7,92,25.0,51,11,5,22,276,-0.0772,1999.0
5035,6,83,19.0,14,584,9,15,216,0.1343,2010.0
276,1,87,18.0,55,128,3,18,263,0.7003,2008.0
2828,1,91,21.0,1,459,1,59,290,0.8442,2013.0
318,3,89,20.0,4,143,12,4,261,0.0,2016.0
6951,14,91,24.0,60,11,15,56,216,0.4404,2014.0
7035,2,86,31.0,41,136,2,5,185,0.8834,2014.0
6600,3,87,43.0,4,149,3,4,216,0.7269,2009.0
1995,12,86,25.0,42,11,2,40,118,0.4404,2008.0
4808,3,84,18.0,4,132,3,2,160,0.4215,2011.0
5279,9,87,27.0,97,11,3,4,249,0.5574,2015.0
7136,3,88,60.0,4,29,4,15,282,0.0,2013.0
794,1,90,67.0,3,26,3,24,232,0.7488,2006.0
7932,12,87,8.0,28,11,2,28,177,0.2023,2015.0
8895,1,92,70.0,3,26,1,3,291,0.296,2012.0
294,3,87,20.0,4,133,3,9,282,0.2023,2009.0
6446,2,92,48.0,48,400,2,2,296,0.6908,2016.0
1203,3,84,34.0,7,88,6,15,107,-0.3182,2013.0
6625,1,91,22.0,50,641,3,18,251,0.2732,2008.0
3524,3,94,46.0,4,41,12,11,355,0.8573,2013.0
9703,3,94,65.0,23,40,10,4,327,0.8979,2012.0
6061,3,90,24.0,4,32,4,5,195,-0.0516,2014.0
637,3,92,58.0,23,40,10,4,653,0.791,2006.0
3261,3,92,62.0,4,149,12,4,289,0.7096,2014.0
5191,2,91,18.0,48,191,2,2,282,0.8802,2014.0
1259,3,93,49.0,4,71,12,43,289,0.8173,2014.0
2150,2,88,28.0,31,46,2,6,137,0.6858,2009.0
4656,3,83,17.0,47,76,3,51,224,-0.1655,2012.0
2529,3,86,16.0,4,65,3,3,149,0.8402,2008.0
2253,2,83,17.0,74,270,8,10,178,0.4549,2009.0
8406,3,88,7.0,7,208,10,5,264,0.0,2006.0
5087,3,86,18.0,7,88,6,71,142,0.2617,2015.0
4821,3,85,38.0,23,299,10,33,231,0.4939,2013.0
962,3,88,55.0,4,118,3,4,332,0.0,2008.0
3651,11,86,35.0,25,56,9,55,245,0.7096,2010.0
4832,3,84,20.0,5,67,14,15,204,-0.4782,2007.0
1479,3,84,12.0,4,300,11,55,185,0.6915,2013.0
882,4,86,9.0,30,11,14,5,279,0.9521,2007.0
2111,3,91,18.0,7,25,10,9,363,0.9468,2005.0
2588,1,94,95.0,19,27,3,25,398,0.5994,2005.0
8387,1,90,50.0,37,59,3,18,241,0.7783,2003.0
1652,2,91,41.0,31,46,13,6,269,0.7184,2015.0
9747,3,90,95.0,4,23,4,15,339,0.8834,2011.0
6731,3,91,38.0,4,7,12,47,348,0.743,2015.0
5625,12,85,20.0,49,11,2,28,144,0.3182,2008.0
3465,12,89,31.0,49,11,2,28,157,0.8555,2014.0
8437,12,86,18.0,42,11,2,40,318,0.8834,2011.0
4402,2,92,28.0,48,86,2,209,216,0.8807,2010.0
811,3,88,22.0,4,244,3,15,286,0.6542,2009.0
1940,4,91,25.0,78,11,7,5,289,0.7227,2014.0
8425,2,90,28.0,52,253,2,18,296,0.4404,2015.0
9323,3,90,55.0,7,25,6,15,169,0.6808,2013.0
2229,11,85,14.0,25,56,9,55,201,0.0,2012.0
1750,10,82,20.0,24,11,9,15,220,0.6542,2011.0
5820,1,93,20.0,3,3,1,18,276,0.8294,2010.0
3828,3,89,36.0,4,179,3,47,140,0.7584,2010.0
9521,2,89,161.0,41,310,2,5,197,0.5574,2015.0
3919,2,88,12.0,6,9,2,8,167,0.5574,2011.0
6465,3,85,15.0,4,23,3,5,159,0.9042,2006.0
6316,3,88,28.0,4,7,12,26,253,0.0754,2013.0
7885,12,90,17.0,40,11,2,28,237,0.8713,2014.0
4153,3,90,35.0,5,541,5,5,236,0.5719,2010.0
2570,12,85,12.0,49,11,2,28,274,0.886,2015.0
675,11,89,33.0,25,56,9,55,244,0.6808,2004.0
6122,11,85,10.0,25,56,9,36,192,0.6486,2012.0
8176,11,92,50.0,29,275,9,18,268,0.6908,2008.0
2214,3,94,135.0,4,23,3,15,437,0.6115,2005.0
1569,8,86,10.0,66,11,13,53,116,0.0,2014.0
6531,3,88,27.0,7,25,10,18,369,0.8873,2008.0
4298,1,86,12.0,3,3,1,3,169,0.6808,2014.0
9012,2,84,15.0,6,20,2,20,120,-0.296,2011.0
72,3,86,32.0,4,23,3,30,168,0.6369,2009.0
8886,12,87,27.0,49,11,2,322,149,0.8402,2009.0
1854,2,94,20.0,31,46,2,35,309,0.0,2011.0
2217,1,88,20.0,3,80,3,24,190,0.6369,2010.0
7994,3,93,55.0,4,39,3,15,275,0.8087,2004.0
548,10,88,21.0,27,11,9,5,314,0.705,2009.0
8003,3,94,60.0,4,149,12,4,318,0.765,2014.0
1921,10,89,25.0,61,11,9,15,224,0.0,2015.0
2196,8,91,35.0,66,11,13,53,331,0.7003,2012.0
2676,3,86,10.0,4,69,12,4,194,-0.128,2012.0
3140,2,86,20.0,6,477,2,20,224,0.4019,2010.0
7685,2,92,199.0,33,52,2,48,312,0.8847,1995.0
4967,12,90,28.0,59,11,2,250,254,0.5423,2013.0
5276,3,88,20.0,23,280,10,18,354,0.6705,2007.0
9816,3,87,30.0,23,40,10,9,278,0.5106,2012.0
3779,1,91,20.0,45,238,3,35,397,0.8885,1999.0
1580,12,92,18.0,59,11,2,28,298,0.91,2014.0
8173,8,86,25.0,88,11,2,22,163,0.4404,2012.0
3987,3,87,30.0,4,4,3,5,182,0.7003,2008.0
5796,3,87,30.0,4,55,3,91,233,0.8908,2006.0
5646,1,84,13.0,50,153,3,267,212,0.7003,2009.0
865,2,88,16.0,2,219,2,98,186,0.7506,2008.0
2294,2,87,15.0,21,413,7,2,272,0.8078,2014.0
6189,22,87,36.0,174,11,14,275,216,0.2944,2013.0
7214,3,88,15.0,4,23,3,26,197,0.92,2005.0
3473,23,86,22.0,118,11,15,22,243,0.765,2008.0
2818,1,87,17.0,19,278,1,7,218,0.6249,2012.0
2513,3,87,15.0,4,180,4,107,135,0.4019,2011.0
6940,3,93,42.0,4,87,12,15,404,0.3182,2012.0
6971,3,91,38.0,4,23,3,18,403,0.8176,2011.0
155,6,86,12.0,14,89,9,21,213,0.7178,2013.0
6847,3,84,20.0,4,23,3,5,182,0.4497,2012.0
7566,2,88,20.0,6,234,2,20,237,0.8608,2012.0
2839,3,89,30.0,7,25,6,30,274,0.6908,2015.0
5467,3,90,40.0,4,494,3,15,297,0.8458,2010.0
2539,3,82,16.0,4,36,10,47,140,0.818,1998.0
2701,10,87,50.0,168,11,9,11,315,0.1531,2010.0
2149,3,90,25.0,23,40,10,4,253,0.8908,2015.0
9830,2,89,15.0,6,20,2,20,218,0.7003,2011.0
8332,3,87,12.0,4,36,11,42,215,0.3612,2014.0
2648,10,92,150.0,165,11,9,11,373,0.1779,2011.0
5737,2,88,17.0,6,9,2,8,215,0.9274,2016.0
4251,3,93,34.0,4,118,12,11,304,0.7391,2012.0
1513,3,89,36.0,4,138,11,102,307,0.7947,2012.0
1315,3,87,24.0,4,168,3,5,252,0.7096,2005.0
1249,1,90,25.0,3,26,1,3,332,0.4019,2009.0
4644,3,85,10.0,7,25,10,5,202,0.0,2012.0
2932,3,87,40.0,4,4,4,5,267,0.5994,2015.0
2980,2,86,14.0,2,465,2,2,203,0.722,2014.0
7875,2,90,25.0,31,46,2,51,201,0.9552,2007.0
6563,4,88,17.0,221,11,7,35,291,0.836,2010.0
8554,3,87,24.0,4,7,12,41,229,0.6428,2013.0
3726,6,92,40.0,13,19,9,19,243,-0.1585,2014.0
7801,10,88,16.0,46,11,9,19,259,0.5719,2010.0
3449,8,90,29.0,16,11,13,53,250,0.0,2014.0
3222,6,81,15.0,13,127,9,131,149,-0.6815,2010.0
3616,11,88,18.0,77,351,9,79,191,0.1779,2013.0
2158,3,90,50.0,4,84,4,26,273,0.5106,2012.0
2999,11,87,14.0,25,192,9,2,209,-0.2732,2015.0
1267,2,88,25.0,48,79,2,2,228,0.3182,2014.0
8419,22,88,24.0,114,11,14,18,230,0.7506,2006.0
3023,2,92,40.0,6,95,2,20,288,0.8591,2012.0
