,country,points,price,province,region_1,taster_name,variety,descLen,compound,year
4811,2,87,18.0,6,150,2,20,233,-0.561,2012.0
8240,1,90,24.0,3,463,3,11,271,0.9598,2004.0
2074,7,92,34.0,51,11,5,22,276,0.296,2014.0
5624,24,84,37.0,214,11,9,116,254,-0.3182,2015.0
3959,3,88,28.0,4,47,4,5,163,0.0,2013.0
2741,1,89,31.0,45,303,1,44,291,0.0,2012.0
9630,11,83,15.0,25,98,9,55,215,0.0,2008.0
2054,2,97,410.0,41,391,2,5,197,0.0772,2008.0
7963,7,96,316.0,53,11,5,22,356,0.9115,2015.0
3770,3,85,20.0,4,168,3,4,353,0.7469,1998.0
8008,2,84,25.0,41,147,2,5,121,0.4754,2007.0
8645,3,89,32.0,4,87,12,5,258,-0.4939,2014.0
1372,3,89,55.0,4,118,3,4,256,0.6956,2011.0
6269,2,91,50.0,6,150,2,20,174,0.8442,2015.0
5675,1,90,43.0,1,502,1,42,250,0.6808,2012.0
6852,11,93,89.0,29,275,9,88,277,0.3987,2005.0
6417,10,87,12.0,27,11,9,9,251,0.9528,2010.0
6364,3,92,50.0,4,149,3,4,276,0.8442,2008.0
4621,3,90,21.0,4,7,3,11,329,0.9513,2007.0
26,7,91,34.0,15,11,5,22,221,0.9136,2011.0
6545,3,84,11.0,4,180,3,18,230,0.8074,2006.0
1897,2,88,34.0,31,46,13,22,199,0.7783,2014.0
8412,11,80,9.0,79,188,9,55,174,0.3321,2010.0
5096,3,88,15.0,5,67,5,254,248,0.5106,2010.0
717,1,92,23.0,45,226,1,44,244,0.0,2012.0
1025,3,94,96.0,4,276,4,20,370,0.9331,2012.0
4684,1,86,30.0,3,129,3,240,189,0.1513,2010.0
442,3,92,18.0,7,25,10,22,393,0.9201,2009.0
1477,3,88,52.0,23,40,10,4,164,0.7184,2009.0
5027,2,87,10.0,52,90,2,181,195,0.4588,2012.0
8946,1,90,25.0,3,129,3,30,329,0.2732,2007.0
5830,17,92,80.0,67,11,17,18,360,0.7003,2012.0
2556,3,88,18.0,23,139,6,9,179,0.743,2011.0
1099,12,88,12.0,28,11,2,75,233,0.7964,2016.0
4870,11,83,10.0,25,56,9,55,161,-0.4242,2013.0
5881,3,94,70.0,4,149,12,4,349,0.3182,2014.0
7200,3,85,23.0,47,76,3,30,225,0.0772,2011.0
819,6,85,10.0,13,127,9,5,217,0.7096,2010.0
750,2,85,20.0,74,232,8,10,228,0.5434,2013.0
3342,2,91,45.0,6,304,2,20,343,0.7579,2014.0
1925,3,88,150.0,4,23,4,15,260,0.1779,2012.0
52,10,84,8.0,24,11,9,26,210,0.5994,2008.0
8495,2,94,25.0,6,95,2,20,304,0.7839,2013.0
5902,2,90,26.0,31,46,2,22,256,0.8779,2012.0
4116,9,90,18.0,62,11,8,51,185,0.7096,2008.0
9495,11,90,16.0,96,230,9,104,208,0.7184,2011.0
6559,1,88,17.0,50,532,1,57,245,0.8555,2012.0
5309,3,89,36.0,4,69,12,18,356,0.5927,2013.0
5182,3,93,36.0,4,168,3,4,224,0.8562,2005.0
5442,1,86,19.0,3,412,3,179,214,0.7579,2007.0
2312,3,91,75.0,4,132,3,11,394,0.25,2009.0
8885,3,88,19.0,23,40,10,5,252,0.6369,2015.0
9533,11,82,9.0,25,192,9,36,194,0.0,2011.0
55,3,91,42.0,7,10,6,20,332,0.4404,2013.0
7777,3,92,29.0,4,256,11,17,307,0.7579,2012.0
3077,3,90,22.0,7,109,10,18,188,0.0,2009.0
2341,8,94,60.0,16,11,13,53,339,0.8462,2015.0
2366,5,85,10.0,146,372,8,15,204,0.34,2013.0
7879,3,90,50.0,23,119,10,4,308,0.4404,2007.0
3707,1,85,9.0,3,121,3,3,154,0.8225,2010.0
6773,6,85,16.0,13,19,9,15,260,0.8705,2010.0
3015,1,87,17.0,50,326,3,133,221,0.8519,2006.0
2096,3,93,60.0,7,25,10,20,265,-0.2944,2008.0
7992,3,88,40.0,4,29,4,81,145,0.4215,2014.0
3934,1,87,25.0,10,528,3,18,210,0.5574,2005.0
9751,2,93,25.0,6,189,2,8,173,0.9501,2008.0
6234,1,92,70.0,10,18,1,18,276,0.6705,2009.0
7379,1,83,10.0,1,436,8,42,185,0.8885,2001.0
603,5,87,18.0,9,13,3,22,199,0.7992,2001.0
5823,3,88,28.0,4,23,4,9,281,0.5267,2014.0
4980,11,87,9.0,25,56,9,2,275,0.8801,2009.0
4868,1,88,22.0,3,80,3,24,228,0.0,2008.0
3012,3,90,45.0,4,469,12,47,258,0.0,2013.0
4564,10,85,13.0,46,11,9,15,313,0.9294,2007.0
3659,3,86,20.0,7,88,10,17,199,0.4019,2008.0
1686,1,94,198.0,10,18,3,37,369,0.9628,2001.0
6430,3,92,36.0,4,415,3,17,408,0.9785,2009.0
7208,6,83,8.0,13,127,9,19,206,-0.3182,2014.0
9688,3,94,99.0,4,179,4,15,248,0.4588,2013.0
8025,3,89,25.0,5,6,5,71,221,0.8463,2015.0
1782,3,85,30.0,4,269,3,5,243,-0.2799,2008.0
3530,7,94,92.0,53,11,5,22,370,0.8735,2015.0
3278,10,83,14.0,61,11,3,5,243,-0.1303,1999.0
5195,17,90,40.0,80,11,17,249,185,0.5267,2014.0
8570,2,91,25.0,6,664,2,20,133,0.0,2010.0
795,2,93,85.0,52,90,2,19,261,0.8591,2009.0
250,1,85,25.0,19,117,3,66,323,0.8807,2008.0
6429,1,87,13.0,1,1,2,178,129,0.886,2002.0
8485,3,91,35.0,4,16,4,5,285,0.0,2013.0
9203,2,91,25.0,31,46,2,22,229,0.7579,2011.0
1604,3,91,11.0,4,58,11,18,360,0.8885,2012.0
926,1,92,65.0,19,122,3,25,234,0.7906,2008.0
7671,3,93,45.0,4,4,4,4,322,0.743,2014.0
9145,3,87,50.0,7,25,10,15,347,0.4215,2009.0
7393,11,88,18.0,29,42,9,23,249,0.0,2011.0
9093,3,87,22.0,4,58,4,23,236,0.4404,2011.0
4698,3,95,50.0,4,29,3,15,282,0.7769,2006.0
5199,3,86,37.0,4,65,3,18,253,0.6486,2010.0
7543,8,92,52.0,66,11,13,188,309,0.8514,2012.0
6347,3,86,10.0,4,58,3,5,228,0.7506,2012.0
9758,3,91,30.0,7,88,6,100,190,-0.4215,2012.0
4253,2,88,19.0,48,79,2,2,290,0.8176,2016.0
6076,2,92,79.0,33,52,2,48,248,0.8591,2004.0
7140,3,89,35.0,4,118,12,4,226,0.3182,2013.0
8054,3,92,24.0,7,25,6,10,361,0.4939,2014.0
9098,11,84,69.0,25,707,9,205,253,0.3612,2007.0
3506,11,88,27.0,25,56,9,36,205,0.8481,2011.0
3897,2,90,30.0,2,2,2,4,233,0.8625,2013.0
1648,11,92,45.0,77,351,9,18,346,0.9022,2009.0
4440,2,85,25.0,2,457,2,30,185,0.6369,2013.0
3377,2,92,27.0,48,271,2,209,223,0.872,2014.0
395,12,87,25.0,28,11,2,28,195,0.8979,2012.0
6801,2,90,100.0,33,52,2,4,268,0.8555,2007.0
2205,10,84,10.0,95,11,9,15,224,0.1531,2013.0
8882,3,94,50.0,4,23,3,15,352,0.7253,2009.0
9426,2,84,17.0,6,34,2,20,115,0.0,2014.0
505,3,82,13.0,4,180,4,4,183,0.8633,2011.0
8374,3,91,38.0,4,168,12,5,294,0.4588,2012.0
6344,4,86,10.0,8,11,14,9,219,0.8271,2007.0
3500,12,84,12.0,49,11,2,86,187,0.2732,2016.0
947,2,93,25.0,41,68,2,4,232,0.6249,2010.0
1929,3,87,25.0,23,40,10,4,251,0.8126,2009.0
2674,2,90,25.0,6,91,2,20,358,0.8625,2006.0
9593,3,84,50.0,7,109,10,18,234,0.0,2009.0
7697,3,91,45.0,4,179,4,17,295,0.8313,2012.0
1773,3,89,45.0,4,23,3,15,173,0.4754,2011.0
6870,3,84,24.0,4,180,4,15,259,-0.0116,2007.0
7206,2,88,60.0,33,52,2,48,247,0.5574,2011.0
5854,11,86,20.0,29,275,9,18,228,0.5859,2011.0
1211,6,84,17.0,14,308,9,11,281,-0.0642,2007.0
7155,2,91,25.0,52,655,2,35,252,0.6059,2011.0
1010,1,92,54.0,3,26,1,3,252,0.0772,2012.0
1627,5,88,17.0,11,264,8,5,261,-0.2732,2008.0
2461,11,93,69.0,25,56,9,36,238,0.6369,2009.0
3072,3,88,25.0,4,273,12,15,264,-0.2732,2015.0
2302,8,90,25.0,122,11,13,180,216,0.5187,2016.0
3967,1,89,25.0,19,122,1,25,227,-0.0516,2010.0
1260,3,86,26.0,4,65,3,71,218,0.7003,2007.0
1885,13,91,65.0,38,61,6,22,214,0.5574,2011.0
128,2,90,26.0,48,79,2,2,232,0.658,2016.0
3938,5,91,50.0,11,115,8,81,195,0.0,2008.0
1054,1,85,25.0,3,282,3,3,234,0.8689,2006.0
8545,3,85,21.0,7,25,10,15,186,0.0,1997.0
110,3,86,15.0,4,69,3,42,232,0.6597,2006.0
7758,2,86,39.0,74,142,8,68,236,0.5267,2007.0
8061,11,88,16.0,25,160,9,36,312,0.296,2009.0
7930,3,84,17.0,5,77,5,26,195,0.7481,2007.0
7478,3,86,18.0,4,58,11,97,201,0.8271,2011.0
2699,1,88,13.0,37,73,1,18,200,0.0,2012.0
7627,3,88,45.0,4,65,4,47,215,0.5994,2011.0
1400,1,90,78.0,3,129,3,18,196,0.8555,2005.0
6949,2,84,10.0,36,124,7,2,252,0.6249,2015.0
8836,18,90,14.0,72,11,15,18,267,0.4588,2011.0
2970,5,91,40.0,9,12,8,5,256,0.2023,2011.0
3703,6,91,60.0,13,127,9,19,297,-0.296,2011.0
1301,1,89,25.0,45,320,3,44,306,0.4215,2004.0
3334,11,92,45.0,77,145,9,18,296,0.743,2008.0
9059,1,89,29.0,10,57,3,37,227,0.7096,2009.0
7320,3,90,17.0,4,198,3,9,310,0.9354,2007.0
4124,3,87,13.0,7,109,10,9,216,0.9006,2012.0
1263,3,88,36.0,4,5,4,17,259,0.0,2013.0
4893,7,95,50.0,51,11,5,22,284,0.6652,2013.0
3575,12,89,12.0,40,11,2,28,203,0.5719,2014.0
7355,3,86,38.0,4,4,3,4,210,0.7845,2011.0
7156,10,85,9.0,20,11,9,9,270,-0.1027,2011.0
2109,9,85,14.0,97,11,8,9,208,0.9119,2010.0
9806,2,84,16.0,21,508,7,2,178,0.765,2015.0
1394,12,91,16.0,57,11,2,28,280,0.872,2011.0
8353,11,90,20.0,25,98,9,55,296,0.6597,2010.0
9588,3,88,35.0,7,25,10,19,416,0.7269,2005.0
6231,2,90,25.0,41,310,2,5,237,0.9371,2013.0
6345,12,85,10.0,59,11,2,2,158,0.7003,2015.0
9389,3,87,14.0,5,67,5,22,194,0.2023,2013.0
7713,11,84,8.0,25,110,9,62,232,0.3818,2011.0
9209,7,88,20.0,125,11,8,22,200,0.4019,2005.0
1512,3,88,26.0,4,108,11,26,193,0.7003,2012.0
4450,3,88,35.0,47,76,3,35,378,0.8176,2010.0
7162,1,88,20.0,19,213,1,66,252,0.743,2015.0
8897,3,89,25.0,5,102,5,22,239,0.4215,2014.0
876,6,92,50.0,13,11,9,18,253,0.4445,2009.0
6588,1,91,25.0,1,103,3,35,221,0.7845,2006.0
2597,10,93,90.0,35,11,9,18,316,0.836,2011.0
2297,2,89,40.0,41,414,2,5,254,0.9001,2013.0
9601,7,92,31.0,51,11,8,22,286,0.913,2009.0
4081,6,88,16.0,13,127,9,19,260,0.4404,2012.0
7124,1,93,40.0,3,331,3,3,247,0.9402,2007.0
884,1,88,34.0,55,93,1,23,231,-0.296,2007.0
7299,3,86,24.0,4,4,3,5,157,0.7096,2010.0
490,8,91,34.0,32,11,2,84,288,0.8519,2011.0
1401,3,92,70.0,23,119,10,4,275,0.8546,2012.0
339,1,90,25.0,55,93,1,23,240,0.0772,2007.0
5238,3,86,35.0,71,11,4,11,166,0.3182,2011.0
822,3,88,75.0,4,23,4,19,233,0.1386,2012.0
492,3,87,14.0,7,25,6,26,190,0.0,2014.0
6471,2,94,25.0,6,209,2,20,226,-0.4215,2012.0
8149,3,85,11.0,4,23,4,12,180,0.0,2013.0
3642,3,91,30.0,4,41,12,11,305,0.2263,2013.0
139,3,84,26.0,4,7,3,17,185,0.0,2006.0
8588,1,93,65.0,3,129,3,3,249,0.8573,2007.0
2622,3,86,20.0,4,4,3,47,119,0.0772,2009.0
5898,3,87,18.0,4,23,3,9,172,0.6249,2011.0
5345,1,87,21.0,37,59,3,14,202,0.0,2005.0
3720,6,91,150.0,13,127,9,19,268,0.3818,2008.0
4020,11,91,24.0,44,66,9,41,314,0.8962,2015.0
4888,2,92,29.0,98,233,2,105,241,0.9081,2006.0
1000,3,88,35.0,7,25,6,11,143,0.4767,2013.0
7981,2,89,12.0,6,20,2,20,269,0.9076,2014.0
2628,1,89,25.0,55,93,1,23,206,0.6908,2011.0
2837,11,85,13.0,25,114,9,5,183,0.601,2011.0
9484,1,82,22.0,50,544,3,49,160,0.2263,2011.0
3360,12,88,40.0,42,11,2,40,238,0.7845,2011.0
9650,3,92,69.0,4,4,3,4,268,0.8591,2009.0
2583,2,91,80.0,33,52,2,48,196,0.3612,2011.0
5012,6,87,12.0,13,127,9,19,276,0.6124,2009.0
7526,3,90,42.0,4,376,3,4,218,0.765,2007.0
43,2,87,20.0,6,34,2,20,176,0.7717,2014.0
9869,2,91,25.0,6,189,2,9,249,0.3612,2016.0
447,2,87,25.0,31,170,2,23,163,0.7964,2011.0
270,3,86,40.0,4,100,3,69,216,0.7579,2010.0
4366,3,90,25.0,5,67,5,84,300,0.8225,2013.0
9607,3,93,75.0,7,10,6,18,363,0.9042,2012.0
511,3,89,24.0,23,40,10,4,232,0.8271,2013.0
6467,3,93,55.0,23,40,10,4,360,-0.1531,2014.0
4989,7,91,37.0,117,11,5,4,290,0.6597,2011.0
9424,6,86,13.0,13,127,9,15,215,0.6705,2016.0
4363,3,85,50.0,4,39,3,30,150,0.7717,2010.0
4329,1,87,38.0,55,93,1,23,186,0.4588,2011.0
4093,2,90,29.0,21,509,7,10,355,0.9659,2007.0
6160,3,92,40.0,4,118,12,5,280,0.34,2012.0
2845,2,90,40.0,41,365,2,4,193,0.6124,2014.0
4383,11,94,195.0,25,98,9,55,292,0.0,2012.0
3139,3,88,25.0,23,40,9,4,314,0.9524,1998.0
4829,1,88,18.0,10,384,3,67,226,0.743,2011.0
2950,2,87,25.0,74,435,8,10,233,0.0,2011.0
512,3,86,29.0,4,16,3,15,176,0.2382,2006.0
7934,3,91,30.0,7,208,6,18,237,0.8113,2012.0
810,12,91,40.0,59,11,2,86,244,0.7783,2013.0
8858,2,91,35.0,6,91,2,20,254,0.6858,2009.0
6081,2,89,55.0,6,197,2,20,235,0.4588,2009.0
815,2,90,29.0,31,46,3,110,334,0.7506,2008.0
3309,3,89,16.0,23,139,10,9,264,0.4588,2012.0
9821,12,85,18.0,49,11,2,28,88,0.3182,2014.0
279,3,90,28.0,7,45,10,30,246,0.8225,2010.0
5940,3,93,35.0,7,172,10,11,494,0.8228,2008.0
8621,1,89,60.0,3,3,1,18,367,0.6486,2011.0
7421,12,94,25.0,42,11,2,40,150,0.6705,2011.0
7831,3,85,23.0,4,16,3,15,177,0.4404,2011.0
4971,12,87,14.0,28,11,2,112,208,0.946,2014.0
3881,3,85,56.0,4,58,3,20,231,0.3832,2011.0
3901,1,89,16.0,50,235,3,60,248,0.8591,2004.0
7189,7,90,16.0,56,11,5,129,314,0.7096,2015.0
8502,3,84,20.0,4,198,4,15,136,0.4404,2009.0
3454,2,92,44.0,31,46,2,51,231,0.8122,2009.0
8086,11,88,12.0,25,257,9,115,268,0.802,2005.0
6175,3,91,29.0,5,456,5,2,331,0.631,2013.0
2912,3,86,41.0,7,25,6,15,229,0.6486,2012.0
4835,3,87,20.0,4,29,4,5,184,0.4019,2012.0
1243,10,86,18.0,95,11,9,26,287,-0.0772,2007.0
6793,3,93,55.0,4,118,12,4,255,0.3804,2015.0
4158,6,89,13.0,13,127,9,19,254,0.6908,2009.0
8363,3,92,56.0,4,443,3,4,252,0.6429,2007.0
8319,1,89,22.0,19,580,1,94,209,0.0,2016.0
6684,6,86,15.0,13,19,9,22,226,0.0,2014.0
5674,10,88,20.0,83,11,9,5,266,0.8612,2011.0
9126,3,88,24.0,4,106,3,47,204,0.903,2006.0
9573,3,87,40.0,4,118,3,5,215,0.3356,2010.0
1827,3,87,35.0,4,65,4,18,297,-0.3078,2014.0
9215,3,89,40.0,4,7,12,61,277,0.8722,2013.0
1981,3,92,60.0,4,168,12,4,296,0.5106,2014.0
4914,10,85,15.0,95,11,9,15,180,0.1477,2016.0
9486,3,88,20.0,4,132,12,68,363,0.4939,2015.0
1779,3,84,16.0,4,132,3,5,177,0.7906,2011.0
6992,1,87,19.0,37,291,3,35,217,0.5719,2010.0
111,3,86,49.0,4,70,3,18,162,0.2382,2009.0
8974,3,87,32.0,7,361,6,19,211,0.2023,2012.0
1758,3,89,30.0,4,87,12,5,328,0.6808,2015.0
7255,2,95,469.0,33,52,2,48,282,0.6652,2009.0
7111,3,88,50.0,7,10,6,107,186,0.0644,2014.0
8738,3,92,50.0,4,23,3,18,284,0.6877,2008.0
970,4,92,53.0,101,11,7,35,396,0.8658,2012.0
9065,1,82,12.0,19,571,3,97,259,-0.0009,2005.0
1188,5,93,119.0,11,259,8,14,382,0.9649,2009.0
7160,1,90,30.0,1,1,1,294,296,0.9149,2012.0
9791,3,87,25.0,4,168,12,4,183,0.3182,2016.0
2441,3,91,32.0,4,132,12,25,360,0.5346,2008.0
4173,11,91,30.0,29,301,9,18,357,0.0,2010.0
7708,1,90,37.0,10,57,3,37,219,0.91,2007.0
3504,1,91,55.0,19,50,3,7,165,0.128,2008.0
8454,3,86,39.0,4,7,12,68,246,0.5106,2016.0
8390,10,82,10.0,95,11,9,26,233,0.0,2011.0
3876,9,92,39.0,97,11,8,4,246,0.1265,2014.0
830,11,88,15.0,25,56,9,55,255,0.6369,2007.0
3962,3,92,26.0,4,4,4,71,283,0.4404,2014.0
9669,3,91,39.0,4,41,12,5,287,0.4497,2012.0
9416,3,86,60.0,4,70,3,15,217,0.4738,2004.0
5339,1,91,42.0,1,436,1,35,269,0.3818,2015.0
3258,11,89,30.0,79,380,9,11,256,0.5719,2012.0
4352,3,93,48.0,4,22,11,4,279,0.9442,2012.0
7659,1,93,35.0,19,378,1,18,339,0.6249,2012.0
106,10,88,15.0,43,11,3,20,293,0.7964,2000.0
6229,2,92,46.0,31,46,2,51,258,0.872,2012.0
1226,2,89,66.0,41,310,2,5,248,0.6124,2014.0
8004,3,94,55.0,23,40,10,4,190,0.0,2012.0
2522,5,87,14.0,12,431,8,9,193,0.6369,2015.0
7339,2,88,25.0,48,79,2,2,137,0.5574,2011.0
2413,2,88,37.0,2,2,2,9,266,0.7906,2013.0
7548,1,88,15.0,3,129,1,3,270,0.5267,2015.0
3574,2,88,11.0,48,79,2,2,194,0.2023,2009.0
513,3,89,25.0,85,183,3,30,200,0.0,2012.0
1725,3,92,90.0,23,119,10,4,258,0.0,2013.0
9054,3,94,55.0,4,23,4,15,435,0.7579,2013.0
5774,2,87,15.0,98,274,2,105,199,0.5672,2010.0
4729,2,82,25.0,6,254,2,2,167,-0.1531,2014.0
2677,7,85,112.0,132,11,8,22,296,0.4435,2009.0
3704,1,94,65.0,45,347,3,44,337,0.0258,2004.0
1178,3,89,20.0,7,25,6,18,275,-0.4767,2012.0
1964,3,84,38.0,4,7,3,10,223,0.5106,2008.0
1339,1,87,50.0,10,18,1,18,208,0.0,2012.0
301,1,90,25.0,19,27,3,25,336,0.6486,2005.0
6489,3,84,12.0,23,40,3,42,236,0.9246,2000.0
9863,3,84,40.0,4,23,3,47,198,0.7783,2009.0
5945,3,86,40.0,4,256,3,15,192,0.4404,2007.0
5913,10,86,15.0,61,11,9,15,200,0.0,2012.0
6089,2,85,18.0,48,191,2,2,208,0.7096,2014.0
310,3,88,25.0,4,133,11,18,304,0.8962,2011.0
6331,2,93,40.0,6,181,2,20,325,0.936,2014.0
3734,11,85,13.0,25,114,9,89,259,0.4939,2008.0
9477,3,86,30.0,4,366,3,11,243,0.6395,2007.0
2392,10,90,19.0,27,11,9,4,254,0.765,2014.0
1588,3,93,68.0,4,168,12,4,294,0.128,2013.0
6438,12,93,70.0,42,11,2,40,252,0.9037,2015.0
5192,6,84,13.0,13,127,9,5,188,0.0,2012.0
5000,1,88,25.0,3,463,3,18,195,0.5994,2004.0
4738,3,86,44.0,4,4,3,5,238,0.128,2006.0
3644,3,90,48.0,23,40,10,4,212,0.0772,2011.0
9286,11,90,40.0,77,145,9,121,309,0.7269,2008.0
2430,1,94,68.0,19,27,1,25,352,0.3291,2011.0
3216,3,91,75.0,47,76,3,20,284,0.8658,2010.0
4689,2,90,105.0,74,142,8,68,234,0.92,2006.0
4356,3,85,15.0,4,58,11,18,169,0.9171,2011.0
3878,3,93,26.0,4,4,4,219,348,0.6757,2014.0
7949,1,86,32.0,3,80,1,3,204,0.0,2012.0
2320,2,86,20.0,31,46,2,22,180,0.6956,2012.0
9875,3,83,8.0,4,58,3,5,178,0.5346,2001.0
4090,3,87,15.0,5,67,5,5,214,0.7003,2014.0
6644,3,85,14.0,5,67,5,5,236,0.591,2010.0
9499,3,86,20.0,149,715,18,22,246,0.5574,2013.0
1966,10,86,11.0,61,11,9,18,376,0.3937,2006.0
75,8,85,18.0,32,11,2,9,199,0.7351,2008.0
9777,3,88,12.0,4,58,11,42,207,0.7845,2016.0
8864,3,85,40.0,5,67,5,20,255,0.1531,2007.0
2801,3,87,25.0,7,25,6,20,251,0.0,2011.0
3532,3,90,66.0,4,32,4,5,281,0.7579,2011.0
5666,11,92,45.0,29,193,9,18,262,0.8588,2009.0
4682,3,87,20.0,23,35,10,4,225,0.0951,2013.0
5936,2,85,18.0,6,20,2,20,193,0.4939,2008.0
4042,3,85,36.0,47,520,16,100,308,0.0,2014.0
9538,1,89,25.0,55,166,1,80,197,0.09,2011.0
6097,20,88,8.0,111,11,5,42,231,0.9578,2012.0
4044,3,91,24.0,23,40,10,64,347,0.9324,2011.0
3249,4,88,18.0,8,11,7,9,304,0.7783,2015.0
8975,4,89,13.0,8,11,7,107,283,0.9382,2016.0
6564,3,88,32.0,4,7,12,11,264,0.7579,2012.0
3211,6,87,40.0,14,482,9,18,322,0.8047,2007.0
2668,3,87,16.0,4,133,4,5,251,0.4019,2011.0
986,3,89,30.0,5,67,5,22,288,0.91,2011.0
9312,11,88,12.0,44,66,9,41,244,0.8714,2011.0
4280,10,83,12.0,34,11,9,33,227,0.0,2007.0
101,12,86,22.0,40,11,2,39,201,0.5574,2012.0
1486,1,86,16.0,1,260,3,26,212,0.6486,2008.0
594,3,87,10.0,4,58,11,5,241,0.8481,2013.0
9487,2,89,20.0,52,195,2,327,291,0.6486,2011.0
5042,3,86,56.0,4,23,4,3,145,0.5859,2011.0
1901,2,90,19.0,98,233,2,105,230,0.8519,2012.0
1258,1,87,15.0,10,314,1,16,198,0.8442,2011.0
5779,6,87,23.0,13,127,9,269,260,0.2382,2014.0
5551,3,86,13.0,5,67,5,6,245,0.0772,2009.0
5549,5,92,17.0,11,605,8,22,310,0.296,2015.0
4620,11,87,12.0,29,42,9,23,232,0.7717,2007.0
1205,2,87,16.0,6,34,2,20,279,0.6597,2012.0
5749,11,90,36.0,29,42,9,23,257,-0.0018,2011.0
1175,2,91,35.0,48,271,2,2,195,0.802,2011.0
2257,3,92,49.0,4,81,3,4,205,0.9153,2010.0
9668,11,90,21.0,25,56,9,36,256,0.0,2005.0
2504,2,91,80.0,33,52,2,48,253,0.9313,2011.0
948,1,93,90.0,19,27,3,25,274,0.7096,2005.0
6663,3,84,40.0,4,7,3,11,152,0.34,2008.0
6538,2,86,26.0,6,91,2,20,244,0.4854,2007.0
2968,3,92,50.0,4,179,4,47,304,0.8402,2013.0
9924,3,86,15.0,4,273,3,42,178,0.7509,2009.0
2073,2,84,25.0,52,394,2,20,244,0.6369,2014.0
9743,8,90,30.0,84,11,2,144,176,0.8591,2009.0
833,11,90,19.0,44,66,9,41,294,0.7964,2012.0
8955,2,87,16.0,36,124,2,2,207,0.7717,2011.0
5241,3,94,45.0,23,40,10,4,395,0.9485,2014.0
6337,4,84,20.0,189,11,3,15,165,0.0,1999.0
6286,3,92,33.0,4,4,3,68,229,0.4404,2007.0
7615,14,90,28.0,182,11,15,56,151,0.4767,2015.0
8181,12,87,15.0,49,11,2,28,238,0.5994,2010.0
8504,6,82,16.0,13,127,9,15,158,0.128,2011.0
3339,3,89,18.0,5,67,5,6,274,0.9535,2012.0
8963,10,87,20.0,244,11,9,15,195,0.0772,2015.0
7391,2,85,14.0,6,445,2,8,143,0.7003,2014.0
4593,1,84,14.0,45,210,3,61,150,0.4404,2011.0
5288,12,84,9.0,28,11,2,86,127,0.5719,2011.0
8913,5,89,13.0,11,264,8,71,224,0.8555,2015.0
7461,1,90,52.0,1,382,1,23,217,0.7096,2007.0
1565,3,90,37.0,7,25,10,149,321,0.4588,2007.0
5465,3,97,50.0,4,4,4,47,330,0.9423,2013.0
3218,1,88,15.0,45,72,1,44,222,0.7902,2011.0
6110,10,85,14.0,24,11,9,33,227,0.6369,2012.0
3409,2,88,25.0,48,79,2,2,107,0.4404,2011.0
4248,3,83,13.0,4,198,4,47,92,0.4939,2009.0
9265,2,82,20.0,36,204,2,23,196,0.0,2011.0
1909,3,90,57.0,23,35,10,4,197,0.9153,2012.0
1381,2,89,30.0,31,46,8,134,254,0.4939,1996.0
5735,2,87,16.0,48,79,2,2,210,0.8689,2014.0
6186,2,86,16.0,41,628,2,5,197,0.9323,2012.0
6149,31,86,10.0,171,11,15,15,186,0.0,2011.0
4151,3,89,36.0,4,5,3,47,372,0.8625,2009.0
5070,1,92,50.0,19,27,3,25,355,0.9524,1995.0
1677,1,86,25.0,37,59,3,18,204,0.5789,2008.0
9142,3,90,40.0,23,75,10,4,224,0.8979,2013.0
5400,7,93,66.0,132,11,5,22,298,0.7766,2010.0
6385,6,87,20.0,14,21,9,21,186,0.6486,2011.0
6770,3,93,33.0,4,81,4,5,247,0.5994,2012.0
8035,6,86,11.0,13,127,9,4,215,0.8394,2010.0
255,3,87,24.0,4,23,4,9,144,0.0772,2013.0
7752,3,87,38.0,103,11,6,55,211,0.6858,2011.0
3794,8,92,43.0,108,11,13,53,344,0.5994,2013.0
6243,3,83,40.0,4,7,3,77,116,0.0,2010.0
7998,3,89,34.0,4,39,4,26,204,0.4756,2013.0
5011,3,83,12.0,4,69,3,4,270,-0.0516,1999.0
662,3,89,18.0,5,67,5,22,239,0.7845,2011.0
8527,3,88,28.0,4,168,3,5,191,0.8555,2010.0
3333,3,87,65.0,4,84,4,30,191,0.0,2012.0
7533,12,89,25.0,28,11,2,28,207,0.8625,2010.0
3911,2,86,9.0,21,123,7,221,253,0.7003,2016.0
1716,3,90,75.0,4,23,4,20,292,0.296,2013.0
4814,3,90,29.0,4,23,4,9,202,0.4404,2014.0
2792,1,85,18.0,10,455,3,37,184,0.4767,2007.0
1880,11,89,19.0,25,56,9,50,256,0.765,2009.0
1097,2,89,38.0,6,290,2,26,324,0.3182,2014.0
1841,3,88,56.0,4,105,4,14,341,0.3561,2008.0
91,3,93,100.0,4,23,3,20,320,0.4588,1997.0
5026,3,85,25.0,5,67,5,18,258,0.7096,2007.0
907,3,91,45.0,23,40,10,5,218,0.714,2010.0
2156,2,85,25.0,6,95,2,20,131,0.6369,2008.0
8294,3,85,26.0,47,76,5,5,286,0.836,2008.0
1193,3,91,50.0,4,23,4,15,291,-0.0516,2013.0
4926,3,88,40.0,5,6,5,26,311,0.8765,2012.0
1416,2,95,25.0,6,334,2,20,210,0.0772,2012.0
2326,2,89,18.0,74,313,8,10,176,0.5106,2009.0
2233,1,87,12.0,50,408,1,60,266,0.8555,2011.0
